Parent Link,Parent Title,Child Link,Child Title

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pierre-Auguste_Renoir',b'Pierre-Auguste Renoir'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Romanticism',b'Romanticism'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Th%C3%A9odore_G%C3%A9ricault',b'Th\xc3\xa9odore G\xc3\xa9ricault'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Art_Nouveau',b'Art Nouveau'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Art_Deco',b'Art Deco'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Vincent_van_Gogh',b'Vincent van Gogh'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paul_C%C3%A9zanne',b'Paul C\xc3\xa9zanne'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jean_Metzinger',b'Jean Metzinger'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Albert_Gleizes',b'Albert Gleizes'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Henri_Rousseau',b'Henri Rousseau'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Marc_Chagall',b'Marc Chagall'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Le_Bateau-Lavoir',b'Le Bateau-Lavoir'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Family_of_Saltimbanques',b'Family of Saltimbanques'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Les_Demoiselles_d%27Avignon',"b""Les Demoiselles d'Avignon"""

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Montparnasse',b'Montparnasse'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Auguste_Bartholdi',b'Fr\xc3\xa9d\xc3\xa9ric Auguste Bartholdi'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Statue_of_Liberty',b'Statue of Liberty'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Auguste_Rodin',b'Auguste Rodin'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Camille_Claudel',b'Camille Claudel'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Antoine_Bourdelle',b'Antoine Bourdelle'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paul_Landowski',b'Paul Landowski'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Christ_the_Redeemer_(statue)',b'Christ the Redeemer (statue)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Rio_de_Janeiro',b'Rio de Janeiro'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Aristide_Maillol',b'Aristide Maillol'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/School_of_Paris',b'School of Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Nic%C3%A9phore_Ni%C3%A9pce',b'Nic\xc3\xa9phore Ni\xc3\xa9pce'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Louis_Daguerre',b'Louis Daguerre'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Daguerrotype',b'Daguerrotype'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/%C3%89tienne-Jules_Marey',b'\xc3\x89tienne-Jules Marey'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Man_Ray',b'Man Ray'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Maurice_Tabard',b'Maurice Tabard'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Eug%C3%A8ne_Atget',b'Eug\xc3\xa8ne Atget'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Robert_Doisneau',b'Robert Doisneau'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Marcel_Bovis',b'Marcel Bovis'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jacques-Henri_Lartigue',b'Jacques-Henri Lartigue'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Henri_Cartier-Bresson',b'Henri Cartier-Bresson'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Poster_art',b'Poster art'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jules_Ch%C3%A9ret',b'Jules Ch\xc3\xa9ret'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Eug%C3%A8ne_Grasset',b'Eug\xc3\xa8ne Grasset'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Adolphe_Willette',b'Adolphe Willette'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pierre_Bonnard',b'Pierre Bonnard'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Georges_de_Feure',b'Georges de Feure'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Henri-Gabriel_Ibels',b'Henri-Gabriel Ibels'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paul_Gavarni',b'Paul Gavarni'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Alphonse_Mucha',b'Alphonse Mucha'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/List_of_museums_in_Paris',b'List of museums in Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/List_of_most-visited_museums',b'List of most-visited museums'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mona_Lisa',b'Mona Lisa'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Venus_de_Milo',b'Venus de Milo'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Liberty_Leading_the_People',b'Liberty Leading the People'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',"b'https://en.wikipedia.org/wiki/National_Museum_of_Natural_History,_France'","b'National Museum of Natural History, France'"

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/French_Impressionists',b'French Impressionists'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cit%C3%A9_des_sciences_et_de_l%27industrie',"b""Cit\xc3\xa9 des sciences et de l'industrie"""

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Fondation_Louis_Vuitton',b'Fondation Louis Vuitton'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mus%C3%A9e_Carnavalet',b'Mus\xc3\xa9e Carnavalet'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Water_Lilies_(Monet_series)',b'Water Lilies (Monet series)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mus%C3%A9e_national_du_Moyen_%C3%82ge',b'Mus\xc3\xa9e national du Moyen \xc3\x82ge'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Medieval_art',b'Medieval art'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/The_Lady_and_the_Unicorn',b'The Lady and the Unicorn'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Guimet_Museum',b'Guimet Museum'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mus%C3%A9e_national_Eug%C3%A8ne_Delacroix',b'Mus\xc3\xa9e national Eug\xc3\xa8ne Delacroix'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mus%C3%A9e_de_l%27Arm%C3%A9e',"b""Mus\xc3\xa9e de l'Arm\xc3\xa9e"""

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Ministry_of_Culture_(France)',b'Ministry of Culture (France)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Carnavalet_Museum',b'Carnavalet Museum'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mus%C3%A9e_d%27Art_Moderne_de_la_Ville_de_Paris',"b""Mus\xc3\xa9e d'Art Moderne de la Ville de Paris"""

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Palais_de_Tokyo',b'Palais de Tokyo'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Maison_de_Victor_Hugo',b'Maison de Victor Hugo'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Maison_de_Balzac',b'Maison de Balzac'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Op%C3%A9ra_National_de_Paris',b'Op\xc3\xa9ra National de Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre-Italien',b'Th\xc3\xa9\xc3\xa2tre-Italien'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_Lyrique',b'Th\xc3\xa9\xc3\xa2tre Lyrique'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ville',b'Th\xc3\xa9\xc3\xa2tre de la Ville'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Philharmonie_de_Paris',b'Philharmonie de Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Champs-%C3%89lys%C3%A9es',b'Th\xc3\xa9\xc3\xa2tre des Champs-\xc3\x89lys\xc3\xa9es'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Ballets_Russes',b'Ballets Russes'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Com%C3%A9die_Fran%C3%A7aise',b'Com\xc3\xa9die Fran\xc3\xa7aise'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Od%C3%A9on-Th%C3%A9%C3%A2tre_de_l%27Europe',"b""Od\xc3\xa9on-Th\xc3\xa9\xc3\xa2tre de l'Europe"""

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9-Montparnasse',b'Th\xc3\xa9\xc3\xa2tre de la Ga\xc3\xaet\xc3\xa9-Montparnasse'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cabaret',b'Cabaret'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Moulin_Rouge',b'Moulin Rouge'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cancan',b'Cancan'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mistinguett',b'Mistinguett'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/%C3%89dith_Piaf',b'\xc3\x89dith Piaf'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Olympia_Paris',b'Olympia Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Folies_Berg%C3%A8re',b'Folies Berg\xc3\xa8re'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Dalida',b'Dalida'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Edith_Piaf',b'Edith Piaf'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Marlene_Dietrich',b'Marlene Dietrich'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Miles_Davis',b'Miles Davis'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Judy_Garland',b'Judy Garland'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Grateful_Dead',b'Grateful Dead'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Casino_de_Paris',b'Casino de Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Maurice_Chevalier',b'Maurice Chevalier'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Tino_Rossi',b'Tino Rossi'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Le_Lido',b'Le Lido'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Crazy_Horse_(cabaret)',b'Crazy Horse (cabaret)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Writers_in_Paris',b'Writers in Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Victor_Hugo',b'Victor Hugo'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Johann_Heynlin',b'Johann Heynlin'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Nicolas_Boileau',b'Nicolas Boileau'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pierre_Corneille',b'Pierre Corneille'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/La_Fontaine',b'La Fontaine'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Moli%C3%A8re',b'Moli\xc3\xa8re'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jean_Racine',b'Jean Racine'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Charles_Perrault',b'Charles Perrault'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Acad%C3%A9mie_fran%C3%A7aise',b'Acad\xc3\xa9mie fran\xc3\xa7aise'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Voltaire',b'Voltaire'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau',b'Jean-Jacques Rousseau'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pierre_de_Marivaux',b'Pierre de Marivaux'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pierre_Beaumarchais',b'Pierre Beaumarchais'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/St%C3%A9phane_Mallarm%C3%A9',b'St\xc3\xa9phane Mallarm\xc3\xa9'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/M%C3%A9rim%C3%A9e',b'M\xc3\xa9rim\xc3\xa9e'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Alfred_de_Musset',b'Alfred de Musset'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Alexandre_Dumas',b'Alexandre Dumas'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Gustave_Flaubert',b'Gustave Flaubert'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Guy_de_Maupassant',b'Guy de Maupassant'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Honor%C3%A9_de_Balzac',b'Honor\xc3\xa9 de Balzac'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/The_Hunchback_of_Notre_Dame',b'The Hunchback of Notre Dame'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables',b'Les Mis\xc3\xa9rables'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jules_Verne',b'Jules Verne'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jean-Paul_Sartre',b'Jean-Paul Sartre'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Colette',b'Colette'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Andr%C3%A9_Gide',b'Andr\xc3\xa9 Gide'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Fran%C3%A7ois_Mauriac',b'Fran\xc3\xa7ois Mauriac'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Andr%C3%A9_Malraux',b'Andr\xc3\xa9 Malraux'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Albert_Camus',b'Albert Camus'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Simone_de_Beauvoir',b'Simone de Beauvoir'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Samuel_Beckett',b'Samuel Beckett'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Asturias',b'Miguel \xc3\x81ngel Asturias'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Alejo_Carpentier',b'Alejo Carpentier'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Arturo_Uslar_Pietri',b'Arturo Uslar Pietri'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Nobel_Prize_in_Literature',b'Nobel Prize in Literature'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Patrick_Modiano',b'Patrick Modiano'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Music_in_Paris',b'Music in Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/History_of_music_in_Paris',b'History of music in Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Olympia_(Paris)',b'Olympia (Paris)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Polyphony',b'Polyphony'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Trouv%C3%A8res',b'Trouv\xc3\xa8res'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Troubadours',b'Troubadours'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Francis_I_of_France',b'Francis I of France'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Renaissance_music',b'Renaissance music'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Lute',b'Lute'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Baroque_music',b'Baroque music'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jean-Baptiste_Lully',b'Jean-Baptiste Lully'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jean-Philippe_Rameau',b'Jean-Philippe Rameau'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Fran%C3%A7ois_Couperin',b'Fran\xc3\xa7ois Couperin'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Conservatoire_de_Paris',b'Conservatoire de Paris'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Romantic_music',b'Romantic music'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Hector_Berlioz',b'Hector Berlioz'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/La_Symphonie_fantastique',b'La Symphonie fantastique'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Charles_Gounod',b'Charles Gounod'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Faust_(opera)',b'Faust (opera)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Camille_Saint-Sa%C3%ABns',b'Camille Saint-Sa\xc3\xabns'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Samson_et_Delilah',b'Samson et Delilah'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/L%C3%A9o_Delibes',b'L\xc3\xa9o Delibes'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Lakm%C3%A9',b'Lakm\xc3\xa9'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jules_Massenet',b'Jules Massenet'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Tha%C3%AFs',b'Tha\xc3\xafs'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Georges_Bizet%27s',"b""Georges Bizet's"""

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Carmen',b'Carmen'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Western_canon',b'Western canon'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Impressionism_in_music',b'Impressionism in music'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Claude_Debussy',b'Claude Debussy'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Suite_bergamasque',b'Suite bergamasque'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/La_mer_(Debussy)',b'La mer (Debussy)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pell%C3%A9as_et_M%C3%A9lisande_(opera)',b'Pell\xc3\xa9as et M\xc3\xa9lisande (opera)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Erik_Satie',b'Erik Satie'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Gymnop%C3%A9dies',b'Gymnop\xc3\xa9dies'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Je_te_veux',b'Je te veux'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Gnossiennes',b'Gnossiennes'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Parade_(ballet)',b'Parade (ballet)'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Maurice_Ravel',b'Maurice Ravel'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Miroirs',b'Miroirs'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Bol%C3%A9ro',b'Bol\xc3\xa9ro'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/La_valse',b'La valse'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/L%27heure_espagnole',"b""L'heure espagnole"""

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Chopin',b'Fr\xc3\xa9d\xc3\xa9ric Chopin'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Franz_Liszt',b'Franz Liszt'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Hungary',b'Hungary'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jacques_Offenbach',b'Jacques Offenbach'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Niccol%C3%B2_Paganini',b'Niccol\xc3\xb2 Paganini'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Charles_Aznavour',b'Charles Aznavour'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Bal-musette',b'Bal-musette'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Bourr%C3%A9e',b'Bourr\xc3\xa9e'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cabrette',b'Cabrette'

b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Bellows',b'Bellows'

