Parent Link,Parent Title,Child Link,"Child Title, Weights" 
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Val%C3%A9rie_P%C3%A9cresse',b'Val\xc3\xa9rie P\xc3\xa9cresse',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/%C3%89lys%C3%A9e_Palace',b'\xc3\x89lys\xc3\xa9e Palace',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/President_of_France',b'President of France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Government_of_France',b'Government of France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/8th_arrondissement_of_Paris',b'8th arrondissement of Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Prime_Minister_of_France',b'Prime Minister of France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/H%C3%B4tel_Matignon',b'H\xc3\xb4tel Matignon',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/7th_arrondissement_of_Paris',b'7th arrondissement of Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/French_Parliament',b'French Parliament',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Senate_(France)',b'Senate (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Palais_du_Luxembourg',b'Palais du Luxembourg',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/6th_arrondissement_of_Paris',b'6th arrondissement of Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/National_Assembly_(France)',b'National Assembly (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Palais_Bourbon',b'Palais Bourbon',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/List_of_presidents_of_the_Senate_of_France',b'List of presidents of the Senate of France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Petit_Luxembourg',b'Petit Luxembourg',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Conseil_d%27%C3%89tat_(France)',"b""Conseil d'\xc3\x89tat (France)""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_1st_constituency',"b""Paris's 1st constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Sylvain_Maillard',b'Sylvain Maillard',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/La_R%C3%A9publique_En_Marche!',b'La R\xc3\xa9publique En Marche!',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_2nd_constituency',"b""Paris's 2nd constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Gilles_Le_Gendre',b'Gilles Le Gendre',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_3rd_constituency',"b""Paris's 3rd constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Stanislas_Guerini',b'Stanislas Guerini',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_4th_constituency',"b""Paris's 4th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Brigitte_Kuster',b'Brigitte Kuster',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/The_Republicans_(France)',b'The Republicans (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_5th_constituency',"b""Paris's 5th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Benjamin_Griveaux',b'Benjamin Griveaux',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_6th_constituency',"b""Paris's 6th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pierre_Person',b'Pierre Person',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_7th_constituency',"b""Paris's 7th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pac%C3%B4me_Rupin',b'Pac\xc3\xb4me Rupin',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_8th_constituency',"b""Paris's 8th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Laetitia_Avia',b'Laetitia Avia',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_9th_constituency',"b""Paris's 9th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Buon_Tan',b'Buon Tan',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_10th_constituency',"b""Paris's 10th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Anne-Christine_Lang',b'Anne-Christine Lang',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_11th_constituency',"b""Paris's 11th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Marielle_de_Sarnez',b'Marielle de Sarnez',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Democratic_Movement_(France)',b'Democratic Movement (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_12th_constituency',"b""Paris's 12th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Olivia_Gr%C3%A9goire',b'Olivia Gr\xc3\xa9goire',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_13th_constituency',"b""Paris's 13th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Hugues_Renson',b'Hugues Renson',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_14th_constituency',"b""Paris's 14th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Claude_Goasguen',b'Claude Goasguen',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_15th_constituency',"b""Paris's 15th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/George_Pau-Langevin',b'George Pau-Langevin',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_16th_constituency',"b""Paris's 16th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mounir_Mahjoubi',b'Mounir Mahjoubi',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_17th_constituency',"b""Paris's 17th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Dani%C3%A8le_Obono',b'Dani\xc3\xa8le Obono',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/La_France_Insoumise',b'La France Insoumise',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris%27s_18th_constituency',"b""Paris's 18th constituency""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pierre-Yves_Bournazel',b'Pierre-Yves Bournazel',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Court_of_Cassation_(France)',b'Court of Cassation (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',"b'https://en.wikipedia.org/wiki/Palais_de_Justice,_Paris'","b'Palais de Justice, Paris'",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Council_of_State_(France)',b'Council of State (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/1st_arrondissement_of_Paris',b'1st arrondissement of Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Constitutional_Council_of_France',b'Constitutional Council of France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Organisation_for_Economic_Co-operation_and_Development',b'Organisation for Economic Co-operation and Development',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/International_Chamber_of_Commerce',b'International Chamber of Commerce',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris_Club',b'Paris Club',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Organisation_internationale_de_la_Francophonie',b'Organisation internationale de la Francophonie',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/European_Union_Institute_for_Security_Studies',b'European Union Institute for Security Studies',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Bureau_of_International_Expositions',b'Bureau of International Expositions',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Town_twinning',b'Town twinning',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Rome',b'Rome',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Prefecture_of_Police_of_Paris',b'Prefecture of Police of Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Minister_of_the_Interior_(France)',b'Minister of the Interior (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/National_Police_(France)',b'National Police (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris_Fire_Brigade',b'Paris Fire Brigade',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Place_Louis_L%C3%A9pine',b'Place Louis L\xc3\xa9pine',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Compagnies_R%C3%A9publicaines_de_S%C3%A9curit%C3%A9',b'Compagnies R\xc3\xa9publicaines de S\xc3\xa9curit\xc3\xa9',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/National_Gendarmerie',b'National Gendarmerie',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/French_Armed_Forces',b'French Armed Forces',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Kepi',b'Kepi',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Architecture_of_Paris',b'Architecture of Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Religious_buildings_in_Paris',b'Religious buildings in Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/List_of_tallest_buildings_and_structures_in_the_Paris_region',b'List of tallest buildings and structures in the Paris region',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Camille_Pissarro',b'Camille Pissarro',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Hermitage_Museum',b'Hermitage Museum',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/%C3%8Ele_aux_Cygnes',b'\xc3\x8ele aux Cygnes',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paris_stone',b'Paris stone',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Tour_First',b'Tour First',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Courbevoie',b'Courbevoie',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Romanesque_architecture',b'Romanesque architecture',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Abbey_of_Saint-Germain-des-Pr%C3%A9s',b'Abbey of Saint-Germain-des-Pr\xc3\xa9s',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Gothic_Architecture',b'Gothic Architecture',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Flamboyant_Gothic',b'Flamboyant Gothic',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Saint_Chapelle',b'Saint Chapelle',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Baroque',b'Baroque',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Saint-Paul-Saint-Louis',b'Saint-Paul-Saint-Louis',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',"b'https://en.wikipedia.org/wiki/La_Madeleine,_Paris'","b'La Madeleine, Paris'",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Belle_%C3%89poque',b'Belle \xc3\x89poque',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Richard_Rogers',b'Richard Rogers',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Renzo_Piano',b'Renzo Piano',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cit%C3%A9_des_Sciences_et_de_l%27Industrie',"b""Cit\xc3\xa9 des Sciences et de l'Industrie""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Arab_World_Institute',b'Arab World Institute',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Jean_Nouvel',b'Jean Nouvel',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/I._M._Pei',b'I. M. Pei',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Carlos_Ott',b'Carlos Ott',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mus%C3%A9e_du_quai_Branly_%E2%80%93_Jacques_Chirac',b'Mus\xc3\xa9e du quai Branly \xe2\x80\x93 Jacques Chirac',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Louis_Vuitton_Foundation',b'Louis Vuitton Foundation',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Frank_Gehry',b'Frank Gehry',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Tribunal_de_grande_instance_de_Paris',b'Tribunal de grande instance de Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Avenue_Montaigne',b'Avenue Montaigne',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Place_Dauphine',b'Place Dauphine',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Spot_Satellite',b'Spot Satellite',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Seine_(department)',b'Seine (department)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Paul_Delouvrier',b'Paul Delouvrier',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Goutte_d%27Or',"b""Goutte d'Or""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',"b'https://en.wikipedia.org/wiki/Belleville,_Paris'","b'Belleville, Paris'",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Department_(France)',b'Department (France)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Val-d%27Oise',"b""Val-d'Oise""",2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/%C3%89vry_(Essonne)',b'\xc3\x89vry (Essonne)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Corbeil-Essonnes',b'Corbeil-Essonnes',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Essonne_(d%C3%A9partement)',b'Essonne (d\xc3\xa9partement)',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Les_Mureaux',b'Les Mureaux',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mantes-la-Jolie',b'Mantes-la-Jolie',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Yvelines',b'Yvelines',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Urban_sociology',b'Urban sociology',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Saint-Maur-des-Foss%C3%A9s',b'Saint-Maur-des-Foss\xc3\xa9s',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Enghien-les-Bains',b'Enghien-les-Bains',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Demographics_of_Paris',b'Demographics of Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Metropolitan_France',b'Metropolitan France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Algeria',b'Algeria',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Algerians_in_France',b'Algerians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Morocco',b'Morocco',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Moroccans_in_France',b'Moroccans in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Portugal',b'Portugal',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Portuguese_in_France',b'Portuguese in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Tunisia',b'Tunisia',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Tunisians_in_France',b'Tunisians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Guadeloupe',b'Guadeloupe',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Martinique',b'Martinique',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/China',b'China',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Chinese_community_in_Paris',b'Chinese community in Paris',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Turkey',b'Turkey',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Turks_in_France',b'Turks in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mali',b'Mali',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Malians_in_France',b'Malians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Ivory_Coast',b'Ivory Coast',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Ivorians_in_France',b'Ivorians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Senegal',b'Senegal',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Senegalese_people_in_France',b'Senegalese people in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Italy',b'Italy',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Italians_in_France',b'Italians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Romania',b'Romania',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Romanians_in_France',b'Romanians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo',b'Democratic Republic of the Congo',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Congolese_people_in_France',b'Congolese people in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Sri_Lanka',b'Sri Lanka',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Sri_Lankans_in_France',b'Sri Lankans in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Spain',b'Spain',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Spanish_immigration_to_France',b'Spanish immigration to France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cameroon',b'Cameroon',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cameroonians_in_France',b'Cameroonians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Republic_of_the_Congo',b'Republic of the Congo',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Haiti',b'Haiti',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Haitians_in_France',b'Haitians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Poland',b'Poland',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Poles_in_France',b'Poles in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Vietnam',b'Vietnam',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Vietnamese_people_in_France',b'Vietnamese people in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cambodia',b'Cambodia',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Cambodians_in_France',b'Cambodians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/R%C3%A9union',b'R\xc3\xa9union',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/India',b'India',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Indians_in_France',b'Indians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Serbia',b'Serbia',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Serbs_in_France',b'Serbs in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Lebanon',b'Lebanon',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Lebanese_people_in_France',b'Lebanese people in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Madagascar',b'Madagascar',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Malagasy_people_in_France',b'Malagasy people in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Germany',b'Germany',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Germans_in_France',b'Germans in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pakistan',b'Pakistan',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Pakistanis_in_France',b'Pakistanis in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Russia',b'Russia',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Russians_in_France',b'Russians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mauritius',b'Mauritius',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Mauritians_in_France',b'Mauritians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Guinea',b'Guinea',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Guineans_in_France',b'Guineans in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Brazil',b'Brazil',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/Brazilians_in_France',b'Brazilians in France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/United_Kingdom',b'United Kingdom',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/British_migration_to_France',b'British migration to France',2222
b'https://en.wikipedia.org/wiki/Paris',b'Paris',b'https://en.wikipedia.org/wiki/United_States',b'United States',2222
